id	string
1120206	u,Командир Каннибалов Стакато (ур.84)\0
1120207	u,Королева Шиид (ур.84)\0
1120208	u,Гвиндорр (ур.83)\0
1120209	u,Дух Воды Лиан (ур.84)\0
1120210	u,Гигант Марпанак (lv82)\0
1120211	u,Горголос (ур.82)\0
1120212	u,Последний Гигант Утенус (ур.83)\0
1120213	u,Хекатон Прайм (ур.83)\0
1121000	u,Стюард : Подождите немного\0
1121001	u,Стюард : Верните нашей королеве ее настоящий образ...\0
1121002	u,Стюард : Времени нет. Поторопитесь.\0
1121003	u,Стюард : Неужели я задал слишком много вопросов...\0
1121004	u,Фрея : Язычники! Почувствуйте мой холод!\0
1121005	u,Внимание! Скоро ворота будут закрыты. Просим немедленно покинуть территорию замка королевы.\0
1121006	u,Вы не сможете пронести оружие с собой без особого разрешения!\0
1121007	u,Вы хотите меня обмануть? Нехорошо...\0
1121008	u,Осталось 30 мин. \0
1121009	u,Осталось 20 мин.\0
101	u,Любовное послание\0
102	u,Любовное послание (в процессе)\0
103	u,Любовное послание (завершено)\0
25701	u,Помощь страже\0
25702	u,Помощь страже (в процессе)\0
25703	u,Помощь страже (завершено)\0
15101	u,Помощь сестре\0
15102	u,Помощь сестре (в процессе)\0
15103	u,Помощь сестре (завершено)\0
26201	u,Торговля с Башней Слоновой Кости\0
26202	u,Торговля с Башней Слоновой Кости (в процессе)\0
201	u,Чего хотят женщины\0
202	u,Чего хотят женщины (В прогрессе)\0
203	u,Чего хотят женщины (завершено)\0
25801	u,Охота на волков\0
25802	u,Охота на волков (в процессе)\0
301	u,Как снять проклятие?\0
302	u,Как снять проклятие?(в процессе)\0
303	u,Как снять проклятие?(завершено)\0
26101	u,Мечта коллекционера\0
26102	u,Мечта коллекционера (в процессе)\0
26001	u,Охота на Орков\0
26002	u,Охота на Орков (в процессе)\0
26301	u,Покорение Орков\0
26302	u,Покорение Орков (в процессе)\0
10101	u,Меч Единства\0
10102	u,Меч Единства(в процессе)\0
10103	u,Меч Единства (завершено)\0
10301	u,Дух Мастера\0
10302	u,Дух Мастера (в процессе)\0
10303	u,Дух Мастера (завершено)\0
10601	u,Забытая правда\0
10602	u,Забытая правда (в процессе)\0
10603	u,Забытая правда (завершено)\0
10201	u,Странная лихорадка\0
10202	u,Странная лихорадка (в процессе)\0
10203	u,Странная лихорадка (завершено)\0
15501	u,Поиск сэра Виндавуда\0
15502	u,Поиск сэра Виндавуда (в процессе)\0
15503	u,Поиск сэра Виндавуда (завершено)\0
30601	u,Кристаллы Огня и Льда\0
30602	u,Кристаллы Огня и Льда (в процессе)\0
15401	u,Жертва морю\0
15402	u,Жертва морю (в процессе)\0
15403	u,Жертва морю (завершено)\0
17001	u,Опасное искушение\0
17002	u,Опасное искушение (в процессе)\0
17003	u,Опасное искушение (завершено)\0
17004	u,Ты узнаешь, что такое настоящий кошмар!\0
17005	u,Ах, скоро я увижу Короля Личей Икара...\0
16401	u,Кровный враг\0
16402	u,Кровный враг (в процессе)\0
16403	u,Кровный враг (завершено)\0
16404	u,Я попробую твою кровь на вкус!\0
16405	u,Договор с торговцем Кримисом заключен...\0
16101	u,Плод Древа Жизни\0
16102	u,Плод Древа Жизни (в процессе)\0
16103	u,Плод Древа Жизни (завершено)\0
31601	u,Разносчики чумы\0
31602	u,Разносчики чумы (в процессе)\0
31603	u,За что ты нас истребляешь?\0
32001	u,Предсказание будущего\0
32002	u,Предсказание будущего (в процессе)\0
31901	u,Аромат смерти\0
31902	u,Аромат смерти (в процессе)\0
16301	u,Наследие поэта\0
16302	u,Наследие поэта (в процессе)\0
16303	u,Наследие поэта (завершено)\0
16901	u,Исчадие ада\0
16902	u,Исчадие ада (в процессе)\0
16903	u,Исчадие ада (Завершено\0
10401	u,Духи Зеркал\0
10402	u,Духи Зеркал (в процессе)\0
10403	u,Духи Зеркал (завершено)\0
10501	u,Стычка с Орками\0
10502	u,Стычка с Орками (в процессе)\0
10503	u,Стычка с Орками (завершено)\0
15201	u,Ремонт храма\0
15202	u,Ремонт храма (в процессе)\0
15203	u,Ремонт храма (завершено)\0
15601	u,Вечная любовь\0
15602	u,Вечная любовь (в процессе)\0
15603	u,Вечная любовь (завершено)\0
15701	u,Контрабанда\0
15702	u,Контрабанда (в процессе)\0
15703	u,Контрабанда (завершено)\0
15801	u,Семя зла\0
15802	u,Семя зла (в процессе)\0
15803	u,Семя зла (завершено)\0
15804	u,… Как ты смеешь вызывать меня!\0
15805	u,Сила Лорда Белефа управляет всем миром!..\0
15901	u,Защита водного источника\0
15902	u,Защита водного источника (в процессе)\0
15903	u,Защита водного источника (завершено)\0
16001	u,Просьба Нерупы\0
16002	u,Просьба Нерупы (в процессе)\0
16003	u,Просьба Нерупы (завершено)\0
20101	u,Обучение Воина\0
20102	u,Обучение Воина (в процессе)\0
20103	u,Обучение Воина (завершено)\0
20201	u,Обучение Мистика\0
20202	u,Обучение Мистика (в процессе)\0
20203	u,Обучение Мистика (завершено)\0
20301	u,Обучение Эльфа\0
20302	u,Обучение Эльфа (в процессе)\0
20303	u,Обучение Эльфа (завершено)\0
20401	u,Обучение Темного Эльфа\0
20402	u,Обучение Темного Эльфа (в процессе)\0
20403	u,Обучение Темного Эльфа (завершено)\0
15301	u,Доставка товаров\0
15302	u,Доставка товаров (в процессе)\0
15303	u,Доставка товаров (завершено)\0
30301	u,Наконечники стрел\0
30302	u,Наконечники стрел (в процессе)\0
31301	u,Собирание спор (завершено)\0
31302	u,Собирание спор (в процессе)\0
31701	u,Поймайте ветер!\0
31702	u,Поймайте ветер! (в процессе)\0
16601	u,Темная месса\0
16602	u,Темная месса (в процессе)\0
16603	u,Темная месса (завершено)\0
16701	u,Странное родство\0
16702	u,Странное родство (в процессе)\0
16703	u,Странное родство (завершено)\0
32401	u,Сладчайший яд\0
32402	u,Сладчайший яд (в процессе)\0
32404	u,Сладчайший яд\0
16201	u,Проклятие подземной крепости\0
16202	u,Проклятие подземной крепости (в процессе)\0
16203	u,Проклятие подземной крепости (завершено)\0
16501	u,Охота в честь Шилен\0
16502	u,Охота в честь Шилен (в процессе)\0
16503	u,Охота в честь Шилен (завершено)\0
16801	u,Доставка ресурсов\0
16802	u,Доставка ресурсов (в процессе)\0
16803	u,Доставка ресурсов (завершено)\0
40501	u,Путь Клерика\0
40502	u,Путь Клерика (в процессе)\0
40901	u,Путь Оракула Евы\0
40902	u,Путь Оракула Евы (в процессе)\0
40909	u,Святое пламя принадлежит нам!\0
40910	u,Мы...никогда...не сдадимся...\0
40911	u,Святое пламя принадлежит нам!\0
40912	u,Святое пламя принадлежит нам!\0
40913	u,Как пожелаете, повелитель!\0
41101	u,Путь Ассасина\0
41102	u,Путь Ассасина (в процессе)\0
41201	u,Путь Темного Мага\0
41202	u,Путь Темного Мага (в процессе)\0
41301	u,Путь Оракула Шилен\0
41302	u,Путь Оракула Шилен (в процессе)\0
41001	u,Путь Темного Рыцаря\0
41002	u,Путь Темного Рыцаря (в процессе)\0
40601	u,Путь Светлого Рыцаря\0
40602	u,Путь Светлого Рыцаря (в процессе)\0
40801	u,Путь Светлого Мага\0
40802	u,Путь Светлого Мага (в процессе)\0
40101	u,Путь Воителя\0
40102	u,Путь Воителя (в процессе)\0
40201	u,Путь Рыцаря\0
40202	u,Путь Рыцаря (в процессе)\0
40301	u,Путь Разбойника\0
40302	u,Путь Разбойника (в процессе)\0
40306	u,Вы инфантильные глупцы! Думаете, что сможете поймать меня?!\0
40307	u,Мы должны что-то предпринять.\0
40308	u,...Как ты смеешь вызывать меня!\0
40309	u,Красноглазые воры отомстят!\0
40310	u,Продолжай, детка!\0
40311	u,Мои друзья смогут отомстить за меня!\0
40312	u,Вы бессердечные глупцы, я покажу вам, что значит сражаться!\0
40313	u,Ах, неужели все так и закончится… Это несправедливо!\0
40401	u,Путь Мага\0
40402	u,Путь Мага (в процессе)\0
40701	u,Путь Разведчика\0
40702	u,Путь Разведчика (в процессе)\0
26701	u,Гнев деревьев\0
26702	u,Гнев деревьев (в процессе)\0
32801	u,Деловая хватка\0
32802	u,Деловая хватка (в процессе)\0
32804	u,Деловая хватка\0
32601	u,Добить уцелевших\0
32602	u,Добить уцелевших (в процессе)\0
32501	u,Беспощадный коллекционер\0
32502	u,Беспощадный коллекционер (в процессе)\0
32504	u,Беспощадный коллекционер\0
26401	u,Острые когти\0
26402	u,Острые когти (в процессе)\0
26501	u,Цепи рабства\0
26502	u,Цепи рабства (в процессе)\0
26601	u,Мольбы Фей\0
26602	u,Мольбы Фей (в процессе)\0
32901	u,Гномье любопытство\0
32902	u,Гномье любопытство (в процессе)\0
32904	u,Гномье любопытство\0
33001	u,Гурман\0
33002	u,Гурман (в процессе)\0
33004	u,Гурман\0
33101	u,Стрела Возмездия\0
33102	u,Стрела Возмездия (в процессе)\0
33104	u,Стрела Возмездия\0
41501	u,Путь Монаха\0
41502	u,Путь Монаха (в процессе)\0
41601	u,Путь Шамана\0
41602	u,Путь Шамана (в процессе)\0
41801	u,Путь Ремесленника\0
41802	u,Путь Ремесленника (в процессе)\0
41401	u,Путь Налетчика\0
41402	u,Путь Налетчика (в процессе)\0
41701	u,Путь Собирателя\0
41702	u,Путь Собирателя (в процессе)\0
29701	u,Просьба Хранителя Портала\0
29702	u,Просьба Хранителя Портала (в процессе)\0
27701	u,Дары Хранителя Портала\0
27702	u,Дары Хранителя Портала (в процессе)\0
10701	u,Жестокое наказание\0
10702	u,Жестокое наказание (в процессе)\0
10703	u,Жестокое наказание (завершено)\0
10801	u,Алмазная лихорадка\0
10802	u,Алмазная лихорадка (в процессе)\0
10803	u,Алмазная лихорадка (завершено)\0
501	u,Поручение шахтера\0
502	u,Поручение шахтера (в процессе)\0
503	u,Поручение шахтера (завершено)\0
20601	u,Обучение Гнома\0
20602	u,Обучение Гнома (в процессе)\0
20603	u,Обучение Гнома (завершено)\0
25901	u,Просьба Фермера\0
25902	u,Просьба Фермера (в процессе)\0
25904	u,Просьба Фермера\0
29201	u,Уничтожение бандитов\0
29202	u,Уничтожение бандитов (в процессе)\0
29301	u,Скрытые жилы\0
29302	u,Скрытые жилы (в процессе)\0
29401	u,Теневой бизнес\0
29402	u,Теневой бизнес (в процессе)\0
29501	u,Мечты о небе\0
29502	u,Мечты о небе (в процессе)\0
29601	u,Шелк Тарантула\0
29602	u,Шелк Тарантула (в процессе)\0
401	u,Болезнь Лорда Паагрио\0
402	u,Болезнь Лорда Паагрио (в процессе)\0
403	u,Болезнь Лорда Паагрио (завершено)\0
20501	u,Обучение Орка\0
20502	u,Обучение Орка (в процессе)\0
20503	u,Обучение Орка (завершено)\0
27401	u,Стычка с оборотнями\0
