id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
22874	u,Терзатель Фей\0	u,Прекративший Мутацию\0	9C	E8	A9	-1
22875	u,Терзатель Фей\0	u,Буйный\0	9C	E8	A9	-1
22876	u,Терзатель Фей\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22877	u,Терзатель Фей\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22878	u,Терзатель Фей\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22879	u,Мститель Фей\0	a,	9C	E8	A9	-1
22880	u,Мститель Фей\0	u,Сдерживающий тьму\0	9C	E8	A9	-1
22881	u,Мститель Фей\0	u,Завершивший мутацию\0	9C	E8	A9	-1
22882	u,Мститель Фей\0	u,Прекративший мутацию\0	9C	E8	A9	-1
22883	u,Мститель Фей\0	u,Буйный\0	9C	E8	A9	-1
22884	u,Мститель Фей\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22885	u,Мститель Фей\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22886	u,Мститель Фей\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22887	u,Сатир Чародей\0	a,	9C	E8	A9	-1
22888	u,Сатир Чародей\0	u,Сдерживающий Тьму\0	9C	E8	A9	-1
22889	u,Сатир Чародей\0	u,Завершивший Мутацию\0	9C	E8	A9	-1
22890	u,Сатир Чародей\0	u,Прекративший Мутацию\0	9C	E8	A9	-1
22891	u,Сатир Чародей\0	u,Буйный\0	9C	E8	A9	-1
22892	u,Сатир Чародей\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22893	u,Сатир Чародей\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22894	u,Сатир Чародей\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22895	u,Сатир Призыватель\0	a,	9C	E8	A9	-1
22896	u,Сатир Призыватель\0	u,Сдерживающий Тьму\0	9C	E8	A9	-1
22897	u,Сатир Призыватель\0	u,Завершивший Мутацию\0	9C	E8	A9	-1
22898	u,Сатир Призыватель\0	u,Прекративший Мутацию\0	9C	E8	A9	-1
22899	u,Сатир Призыватель\0	u,Буйный\0	9C	E8	A9	-1
22900	u,Сатир Призыватель\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22901	u,Сатир Призыватель\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22902	u,Сатир Призыватель\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22903	u,Сатир Колдунья\0	a,	9C	E8	A9	-1
22904	u,Сатир Колдунья\0	u,Сдерживающий Тьму\0	9C	E8	A9	-1
22905	u,Сатир Колдунья\0	u,Завершивший Мутацию\0	9C	E8	A9	-1
22906	u,Сатир Колдунья\0	u,Прекративший Мутацию\0	9C	E8	A9	-1
22907	u,Сатир Колдунья\0	u,Буйный\0	9C	E8	A9	-1
22908	u,Сатир Колдунья\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22909	u,Сатир Колдунья\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22910	u,Сатир Колдунья\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22911	u,Жертва Орбиса\0	a,	9C	E8	A9	-1
22912	u,Жертва Орбиса\0	a,	9C	E8	A9	-1
22913	u,Жертва Орбиса\0	a,	9C	E8	A9	-1
22914	u,Страж Орбиса\0	a,	9C	E8	A9	-1
22915	u,Страж Орбиса\0	a,	9C	E8	A9	-1
22916	u,Страж Орбиса\0	a,	9C	E8	A9	-1
22917	u,Метатель Орбиса\0	a,	9C	E8	A9	-1
22918	u,Метатель Орбиса\0	a,	9C	E8	A9	-1
22919	u,Метатель Орбиса\0	a,	9C	E8	A9	-1
22920	u,Метатель Орбиса\0	u,Разведчик\0	9C	E8	A9	-1
22921	u,Ученый Орбиса\0	a,	9C	E8	A9	-1
22922	u,Ученый Орбиса\0	a,	9C	E8	A9	-1
22923	u,Ученый Орбиса\0	a,	9C	E8	A9	-1
22924	u,Древний Герой Орбиса\0	a,	9C	E8	A9	-1
22925	u,Древний Герой Орбиса\0	a,	9C	E8	A9	-1
22926	u,Старший Ученый Орбиса\0	a,	9C	E8	A9	-1
22927	u,Старший Ученый Орбиса\0	a,	9C	E8	A9	-1
22928	u,Гладиатор Октависа\0	a,	9C	E8	A9	-1
22929	u,Зверь Арены Гладиаторов\0	a,	9C	E8	A9	-1
22930	u,Старший ученый Октависа\0	a,	9C	E8	A9	-1
22931	u,Батус Кракии\0	a,	9C	E8	A9	-1
22932	u,Кракос Кракии\0	a,	9C	E8	A9	-1
22933	u,Лотус Кракии\0	a,	9C	E8	A9	-1
22934	u,Ракджан\0	a,	9C	E8	A9	-1
22935	u,Кан Ваисс\0	a,	9C	E8	A9	-1
22936	u,Эль Ваисс\0	a,	9C	E8	A9	-1
22937	u,Бамонти\0	a,	9C	E8	A9	-1
22938	u,Секнос\0	a,	9C	E8	A9	-1
22939	u,Демонический Батус\0	a,	9C	E8	A9	-1
22940	u,Демонический Кракос\0	a,	9C	E8	A9	-1
22941	u,Демонический Лотус\0	a,	9C	E8	A9	-1
22942	u,Демонический Ракджан\0	a,	9C	E8	A9	-1
22943	u,Демонический Кан Ваисс\0	a,	9C	E8	A9	-1
22944	u,Демонический Эль Ваисс\0	a,	9C	E8	A9	-1
22945	u,Демонический Бамонти\0	a,	9C	E8	A9	-1
22946	u,Демонический Секнос\0	a,	9C	E8	A9	-1
22947	u,Хранитель Сада\0	a,	9C	E8	A9	-1
22948	u,Разведчик Сада\0	a,	9C	E8	A9	-1
22949	u,Командир Сада\0	a,	9C	E8	A9	-1
22950	u,Садовник Внешнего Сада\0	a,	9C	E8	A9	-1
22951	u,Разрушитель Сада\0	a,	9C	E8	A9	-1
22952	u,Смотритель Сада\0	a,	9C	E8	A9	-1
22953	u,Разведчик Сада\0	a,	9C	E8	A9	-1
22954	u,Управляющий Садом Солнца\0	a,	9C	E8	A9	-1
22955	u,Садовник Внутреннего Сада Солнца\0	a,	9C	E8	A9	-1
22956	u,Военачальник Сада\0	a,	9C	E8	A9	-1
22957	u,Воин Сада\0	a,	9C	E8	A9	-1
22958	u,Управляющий Садом Луны\0	a,	9C	E8	A9	-1
22959	u,Охранник Сада\0	a,	9C	E8	A9	-1
22960	u,Садовник Внутреннего Сада Луны\0	a,	9C	E8	A9	-1
22961	u,Хранитель Сада\0	a,	9C	E8	A9	-1
22962	u,Военачальник Сада\0	a,	9C	E8	A9	-1
22963	u,Воин Сада\0	a,	9C	E8	A9	-1
22964	u,Защитник Афроса\0	u,Загадка\0	9C	E8	A9	-1
22965	u,Фантом Мечник Новичок\0	a,	9C	E8	A9	-1
22966	u,Фантом Маг Новичок\0	a,	9C	E8	A9	-1
22967	u,Опытный Фантом Мечник\0	a,	9C	E8	A9	-1
22968	u,Опытный Мечник Преторианцев\0	a,	9C	E8	A9	-1
22969	u,Фантом Стражник\0	a,	9C	E8	A9	-1
22970	u,Фантом Воин-Маг\0	a,	9C	E8	A9	-1
22971	u,Шаман-Ящерица\0	a,	9C	E8	A9	-1
22972	u,Копьеносец-Ящерица\0	a,	9C	E8	A9	-1
22973	u,Копьеносец-Ящерица\0	a,	9C	E8	A9	-1
22974	u,Зверь\0	u,Преторианец\0	9C	E8	A9	-1
22975	u,Душа Аркана\0	a,	9C	E8	A9	-1
22976	u,Душа Аркана\0	a,	9C	E8	A9	-1
22977	u,Душа Аркана\0	a,	9C	E8	A9	-1
22978	u,Душа Аркана\0	a,	9C	E8	A9	-1
22979	u,Мечник Преторианцев Новичок\0	a,	9C	E8	A9	-1
22980	u,Маг Преторианцев Новичок\0	a,	9C	E8	A9	-1
22981	u,Опытный Мечник Преторианцев\0	a,	9C	E8	A9	-1
22982	u,Стражник Преторианцев\0	a,	9C	E8	A9	-1
22983	u,Воин-Маг Преторианцев\0	a,	9C	E8	A9	-1
22984	u,Немеритес\0	u,Преторианец\0	9C	E8	A9	-1
22985	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22986	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22987	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22988	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22989	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22990	u,Избранник Спасии\0	u,Рейд в Место Изгнания\0	9C	E8	A9	-1
22991	u,Льстец\0	u,Хаск\0	9C	E8	A9	-1
22992	u,Сталкер\0	u,Хаск\0	9C	E8	A9	-1
22993	u,Существо\0	u,Хаск\0	9C	E8	A9	-1
22994	u,Эвиан\0	u,Хаск\0	9C	E8	A9	-1
22995	u,Наездник\0	u,Хаск\0	9C	E8	A9	-1
22996	u,Насмешник\0	u,Хаск\0	9C	E8	A9	-1
22997	u,Мастер\0	u,Эмбрио\0	9C	E8	A9	-1
22998	u,Механик\0	u,Эмбрио\0	9C	E8	A9	-1
22999	u,Канилов\0	a,	9C	E8	A9	-1
23000	u,Послов\0	a,	9C	E8	A9	-1
23001	u,Сакум\0	a,	9C	E8	A9	-1
23002	u,Самец Рачихиона\0	a,	9C	E8	A9	-1
23003	u,Самец Рачихиона\0	a,	9C	E8	A9	-1
23004	u,Самец Рачихиона\0	u,Наследник Королевской Стражи\0	9C	E8	A9	-1
23005	u,Самец Рачихиона\0	u,Наследник Королевской Стражи\0	9C	E8	A9	-1
23006	u,Самка Рачихиона\0	a,	9C	E8	A9	-1
23007	u,Самка Рачихиона\0	a,	9C	E8	A9	-1
23008	u,Самка Рачихиона\0	u,Стража Королевы\0	9C	E8	A9	-1
23009	u,Самка Рачихиона\0	u,Стража Королевы\0	9C	E8	A9	-1
23010	u,Захватчик Площади\0	a,	9C	E8	A9	-1
23011	u,Налетчик Площади\0	a,	9C	E8	A9	-1
23012	u,Хранитель Цитадели\0	a,	9C	E8	A9	-1
23013	u,Перехватчик Махона\0	a,	9C	E8	A9	-1
23014	u,Соперник Махона\0	a,	9C	E8	A9	-1
23015	u,Мастер Меча Махона\0	a,	9C	E8	A9	-1
23016	u,Разоритель Махона\0	a,	9C	E8	A9	-1
23017	u,Ужасный Губитель\0	a,	9C	E8	A9	-1
23018	u,Ужасный Вершитель Судеб\0	a,	9C	E8	A9	-1
23019	u,Ужасный Судья\0	a,	9C	E8	A9	-1
23020	u,Гигантский Дикий Вепрь\0	a,	9C	E8	A9	-1
23021	u,Гигантский Ядовитый Паук\0	a,	9C	E8	A9	-1
23022	u,Костяной Воин\0	u,Ожесточенный\0	9C	E8	A9	-1
23023	u,Летучая Мышь Руин\0	u,Ожесточенный\0	9C	E8	A9	-1
23024	u,Ягуар Вири\0	a,	9C	E8	A9	-1
23025	u,Разведчик Ягуара Вири\0	a,	9C	E8	A9	-1
23026	u,Сахара\0	a,	9C	E8	A9	-1
23027	u,Такракхан\0	a,	9C	E8	A9	-1
23028	u,Торумба\0	a,	9C	E8	A9	-1
23029	u,Допаген\0	a,	9C	E8	A9	-1
23030	u,Такракхан\0	a,	9C	E8	A9	-1
23031	u,Торумба\0	a,	9C	E8	A9	-1
23032	u,Допаген\0	a,	9C	E8	A9	-1
23033	u,Неудачное Создание\0	a,	9C	E8	A9	-1
23034	u,Неудачное Создание\0	a,	9C	E8	A9	-1
23035	u,Неудачное Создание\0	a,	9C	E8	A9	-1
23036	u,Неудачное Создание\0	a,	9C	E8	A9	-1
23037	u,Неудачное Создание\0	a,	9C	E8	A9	-1
23038	u,Хранитель Статуи Ангела\0	a,	9C	E8	A9	-1
23039	u,Хранитель Фонтана\0	a,	9C	E8	A9	-1
23040	u,Хранитель Статуи Богини\0	a,	9C	E8	A9	-1
23041	u,Фан Дирем\0	a,	9C	E8	A9	-1
23042	u,Самка Рачихиона\0	a,	9C	E8	A9	-1
23043	u,Самка Рачихиона\0	a,	9C	E8	A9	-1
23044	u,Высохший Дух\0	a,	9C	E8	A9	-1
23045	u,Крылья Жестокости\0	a,	9C	E8	A9	-1
23046	u,Рыцарь Барона\0	a,	9C	E8	A9	-1
23047	u,Терестиан\0	a,	9C	E8	A9	-1
23048	u,Злой Дух Шила\0	a,	9C	E8	A9	-1
23049	u,Дух Рыцаря\0	a,	9C	E8	A9	-1
23050	u,Дух Рыцаря Преторианской Гвардии\0	a,	9C	E8	A9	-1
23051	u,Прислужник Барона\0	a,	9C	E8	A9	-1
23052	u,Тень Зла\0	a,	9C	E8	A9	-1
23053	u,Жестокий Беглец\0	a,	9C	E8	A9	-1
23054	u,Рыцарь Темных Сил\0	a,	9C	E8	A9	-1
23055	u,Жрец Темных Сил\0	a,	9C	E8	A9	-1
23056	u,Королева Вампиров\0	a,	9C	E8	A9	-1
23057	u,Глупый Раб\0	a,	9C	E8	A9	-1
23058	u,Воитель Платинового Клана\0	a,	9C	E8	A9	-1
23059	u,Стрелок Платинового Клана\0	a,	9C	E8	A9	-1
23060	u,Воин Платинового Клана\0	a,	9C	E8	A9	-1
23061	u,Шаман Платинового Клана\0	a,	9C	E8	A9	-1
23062	u,Владыка Платинового Клана\0	a,	9C	E8	A9	-1
23063	u,Рыцарь Радуги\0	a,	9C	E8	A9	-1
23064	u,Боец Радуги\0	a,	9C	E8	A9	-1
23065	u,Разоритель Радуги\0	a,	9C	E8	A9	-1
23066	u,Жрец Радуги\0	a,	9C	E8	A9	-1
23067	u,Судья Радуги\0	a,	9C	E8	A9	-1
23068	u,Снайпер Радуги\0	a,	9C	E8	A9	-1
23069	u,Воин Владимира\0	a,	9C	E8	A9	-1
23070	u,Воин Раджуоса\0	a,	9C	E8	A9	-1
23071	u,Бистиан\0	a,	9C	E8	A9	-1
23072	u,Бирестиан\0	a,	9C	E8	A9	-1
23073	u,Кен Бистиан\0	a,	9C	E8	A9	-1
23074	u,Воин-Хранитель Радуги\0	a,	9C	E8	A9	-1
23075	u,Рыцарь-Хранитель Радуги\0	a,	9C	E8	A9	-1
23076	u,Скованный Воитель\0	a,	9C	E8	A9	-1
23077	u,Ярость без Имени\0	a,	9C	E8	A9	-1
23078	u,Скованный Маг\0	a,	9C	E8	A9	-1
23079	u,Ярость без Имени\0	a,	9C	E8	A9	-1
23080	u,Ядовитое Облако\0	a,	9C	E8	A9	-1
23081	u,Скованный Кровопийца\0	u,Поглощающий Свет\0	9C	E8	A9	-1
23082	u,Скованный Элитный Воитель\0	a,	9C	E8	A9	-1
23083	u,Бешенство без Имени\0	a,	9C	E8	A9	-1
23084	u,Скованный Элитный Маг\0	a,	9C	E8	A9	-1
23085	u,Бешенство без Имени\0	a,	9C	E8	A9	-1
23086	u,Гладиатор Октависа\0	a,	9C	E8	A9	-1
23087	u,Зверь Арены Гладиаторов\0	a,	9C	E8	A9	-1
23088	u,Старший ученый Октависа\0	a,	9C	E8	A9	-1
23089	u,Герой Арены\0	u,Проклятый\0	9C	E8	A9	-1
23090	u,Управляющий Зала\0	a,	9C	E8	A9	-1
23091	u,Страж Зала\0	a,	9C	E8	A9	-1
23092	u,Страж Зала\0	a,	9C	E8	A9	-1
23093	u,Целитель Зала\0	a,	9C	E8	A9	-1
23094	u,Ядовитый Паук\0	a,	9C	E8	A9	-1
23095	u,Ядовитый Арахнид\0	a,	9C	E8	A9	-1
23096	u,Людоед Тумран\0	a,	9C	E8	A9	-1
23097	u,Скелет Меткий Стрелец\0	a,	9C	E8	A9	-1
23098	u,Гранитный Голем\0	a,	9C	E8	A9	-1
23099	u,Муравей Солдат\0	a,	9C	E8	A9	-1
23100	u,Главарь Муравьев Солдат\0	a,	9C	E8	A9	-1
23101	u,Батин\0	a,	9C	E8	A9	-1
23102	u,Рыцарь Батина\0	a,	9C	E8	A9	-1
23103	u,Маг Батина\0	a,	9C	E8	A9	-1
23104	u,Леди Эльморедена\0	a,	9C	E8	A9	-1
23105	u,Стрелок Охраны Эльморедена\0	a,	9C	E8	A9	-1
23106	u,Служанка Эльморедена\0	a,	9C	E8	A9	-1
23107	u,Воин Охраны Эльморедена\0	a,	9C	E8	A9	-1
23108	u,Латник Псоглавов\0	a,	9C	E8	A9	-1
23109	u,Воин Невольник\0	a,	9C	E8	A9	-1
23110	u,Стрелок Невольник\0	a,	9C	E8	A9	-1
23111	u,Ангел Радуги\0	a,	9C	E8	A9	-1
23112	u,Охранник Ангела Радуги\0	a,	9C	E8	A9	-1
23113	u,Льстец\0	u,Хаск\0	9C	E8	A9	-1
23114	u,Сталкер\0	u,Хаск\0	9C	E8	A9	-1
23115	u,Существо\0	u,Хаск\0	9C	E8	A9	-1
23116	u,Эвиан\0	u,Хаск\0	9C	E8	A9	-1
23117	u,Наездник\0	u,Хаск\0	9C	E8	A9	-1
23118	u,Насмешник\0	u,Хаск\0	9C	E8	A9	-1
23119	u,Мастер\0	u,Эмбрио\0	9C	E8	A9	-1
23120	u,Механик\0	u,Эмбрио\0	9C	E8	A9	-1
23121	u,Подозрительный Захватчик\0	a,	9C	E8	A9	-1
23122	u,Айсарок\0	u,Хаск\0	9C	E8	A9	-1
23123	u,Тюремщик Изолятора\0	a,	9C	E8	A9	-1
23124	u,Создание Истхины\0	a,	9C	E8	A9	-1
23125	u,Создание Истхины\0	a,	9C	E8	A9	-1
23126	u,Элитный Преторианец\0	u,Эмбрио\0	9C	E8	A9	-1
23127	u,Элитный Гонитель\0	u,Эмбрио\0	9C	E8	A9	-1
23128	u,Элитный Послушник\0	u,Эмбрио\0	9C	E8	A9	-1
23129	u,Элитный Мудрец\0	u,Эмбрио\0	9C	E8	A9	-1
23130	u,Элитный Жрец\0	u,Эмбрио\0	9C	E8	A9	-1
23131	u,Верховный Экзекутор\0	u,Эмбрио\0	9C	E8	A9	-1
23132	u,Заклинатель Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23133	u,Жрец Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23134	u,Хранитель Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23135	u,Мститель Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23136	u,Исполнитель Воли Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23137	u,Тьма Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23138	u,Длань Шилен\0	u,Эмбрио\0	9C	E8	A9	-1
23139	u,Ученый\0	u,Эмбрио\0	9C	E8	A9	-1
23140	u,Смотритель\0	u,Эмбрио\0	9C	E8	A9	-1
23141	u,Боец\0	u,Эмбрио\0	9C	E8	A9	-1
23142	u,Хранитель\0	u,Эмбрио\0	9C	E8	A9	-1
23143	u,Гладиатор Октависа\0	a,	9C	E8	A9	-1
23144	u,Зверь Арены Гладиаторов\0	a,	9C	E8	A9	-1
23145	u,Гладиатор Октависа\0	a,	9C	E8	A9	-1
23146	u,Зверь Арены Гладиаторов\0	a,	9C	E8	A9	-1
23147	u,Воскрешенное Создание\0	a,	9C	E8	A9	-1
23148	u,Безумное Создание\0	a,	9C	E8	A9	-1
23149	u,Жадное Создание\0	a,	9C	E8	A9	-1
23150	u,Создание Ада\0	a,	9C	E8	A9	-1
23151	u,Посланник Шилен\0	a,	9C	E8	A9	-1
23152	u,Хаск Айсарок\0	a,	9C	E8	A9	-1
23153	u,Ацеранд\0	a,	9C	E8	A9	-1
23154	u,Стриндо\0	a,	9C	E8	A9	-1
23155	u,Ашенде\0	a,	9C	E8	A9	-1
23156	u,Мефорде\0	a,	9C	E8	A9	-1
23157	u,Лорка\0	a,	9C	E8	A9	-1
23158	u,Шумерн\0	a,	9C	E8	A9	-1
23159	u,Эксенсио\0	u,Ивентовый Монстр\0	9C	E8	A9	-1
23160	u,Провидец Сада\0	a,	9C	E8	A9	-1
23161	u,Жрец Сада\0	a,	9C	E8	A9	-1
23162	u,Разлагатель Трупов\0	a,	9C	E8	A9	-1
23163	u,Поглотитель Трупов\0	a,	9C	E8	A9	-1
23164	u,Измельчитель Трупов\0	a,	9C	E8	A9	-1
23165	u,Чумной Жук\0	a,	9C	E8	A9	-1
23166	u,Зараженные Гнилые Корни\0	a,	9C	E8	A9	-1
23167	u,Разложившиеся Споры\0	a,	9C	E8	A9	-1
23168	u,Болотный Гонитель\0	a,	9C	E8	A9	-1
23169	u,Болотный Ассасин\0	a,	9C	E8	A9	-1
23170	u,Болотный Блюститель\0	a,	9C	E8	A9	-1
23171	u,Коллекционер Тел\0	a,	9C	E8	A9	-1
23172	u,Доверенный Крови\0	a,	9C	E8	A9	-1
23173	u,Советник Крови\0	a,	9C	E8	A9	-1
23174	u,Палач Тьмы\0	a,	9C	E8	A9	-1
23175	u,Демоническая Жертвенница Алтаря \0	a,	9C	E8	A9	-1
23176	u,Мутировавший Цербер\0	a,	9C	E8	A9	-1
